"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"leaps","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.1",NA,NA,NA,NA
"LearnBayes","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.15.1",NA,NA,NA,NA
"lifecycle","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.0.1",NA,NA,NA,NA
"linprog","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.9-4",NA,NA,NA,NA
"lintr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.1",NA,NA,NA,NA
"listenv","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.8.0",NA,NA,NA,NA
"lme4","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1-28",NA,NA,NA,NA
"lmtest","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.9-40",NA,NA,NA,NA
"lobstr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1.1",NA,NA,NA,NA
"lpSolve","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","5.6.15",NA,NA,NA,NA
"lsmeans","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.30-0",NA,NA,NA,NA
"lubridate","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.8.0",NA,NA,NA,NA
"lwgeom","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.2-8",NA,NA,NA,NA
"magic","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.6-0",NA,NA,NA,NA
"magick","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.7.3",NA,NA,NA,NA
"magrittr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.2",NA,NA,NA,NA
"manipulateWidget","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.11.1",NA,NA,NA,NA
"map","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.0.3.9001","map","PredictiveEcology","development","a7bf56142ae4301d76e885243212e387c6fef1f1"
"mapproj","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.2.8",NA,NA,NA,NA
"maps","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.4.0",NA,NA,NA,NA
"maptools","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1-3",NA,NA,NA,NA
"mapview","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.10.0",NA,NA,NA,NA
"markdown","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1",NA,NA,NA,NA
"Matrix","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4-1",NA,NA,NA,NA
"Matrix.utils","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.9.8",NA,NA,NA,NA
"MatrixModels","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5-0",NA,NA,NA,NA
"matrixStats","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.61.0",NA,NA,NA,NA
"maxnet","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1.4",NA,NA,NA,NA
"mclust","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","5.4.9",NA,NA,NA,NA
"mda","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5-2",NA,NA,NA,NA
"memoise","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.1",NA,NA,NA,NA
"merTools","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5.2",NA,NA,NA,NA
"microbenchmark","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4.9",NA,NA,NA,NA
"mime","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.12",NA,NA,NA,NA
"miniUI","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1.1.1",NA,NA,NA,NA
"minqa","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.2.4",NA,NA,NA,NA
"misc3d","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.9-1",NA,NA,NA,NA
"mnormt","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.2",NA,NA,NA,NA
"ModelMetrics","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.2.2.2",NA,NA,NA,NA
"msm","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.6.9",NA,NA,NA,NA
"multcomp","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4-18",NA,NA,NA,NA
"multicool","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1-12",NA,NA,NA,NA
"MuMIn","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.46.0",NA,NA,NA,NA
"munsell","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5.0",NA,NA,NA,NA
"mvtnorm","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1-3",NA,NA,NA,NA
"nabor","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5.0",NA,NA,NA,NA
"NetIndices","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4.4",NA,NA,NA,NA
"network","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.17.1",NA,NA,NA,NA
"nlme","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.1-155",NA,NA,NA,NA
"nloptr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.0",NA,NA,NA,NA
"nortest","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.0-4",NA,NA,NA,NA
"numDeriv","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2016.8-1.1",NA,NA,NA,NA
"nycflights13","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.0.2",NA,NA,NA,NA
"oai","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.3.2",NA,NA,NA,NA
"openssl","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.0",NA,NA,NA,NA
"openxlsx","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","4.2.5",NA,NA,NA,NA
"palmerpenguins","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1.0",NA,NA,NA,NA
"parallelly","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.30.0",NA,NA,NA,NA
"pbapply","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.5-0",NA,NA,NA,NA
"pbkrtest","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.5.1",NA,NA,NA,NA
"pbv","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.4-22",NA,NA,NA,NA
"pdist","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.2",NA,NA,NA,NA
"pemisc","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.0.3.9004","pemisc","PredictiveEcology","development","6d35d212d55e04d9457a54937ab039462419e638"
"permute","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.9-7",NA,NA,NA,NA
"peutils","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1.0","peutils","PredictiveEcology","development","d40d97c594c01014101c1edacd48bcace89dcb97"
"pillar","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.7.0",NA,NA,NA,NA
"pixmap","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.4-12",NA,NA,NA,NA
"pkgbuild","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.3.1",NA,NA,NA,NA
"pkgconfig","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.0.3",NA,NA,NA,NA
"pkgload","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.2.4",NA,NA,NA,NA
"plogr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.2.0",NA,NA,NA,NA
"plot3D","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4",NA,NA,NA,NA
"plotmo","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.6.1",NA,NA,NA,NA
"plotrix","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.8-2",NA,NA,NA,NA
"plyr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.8.7",NA,NA,NA,NA
"png","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.1-7",NA,NA,NA,NA
"poibin","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.5",NA,NA,NA,NA
"polspline","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1.19",NA,NA,NA,NA
"polyclip","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.10-0",NA,NA,NA,NA
"polycor","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.8-1",NA,NA,NA,NA
"polynom","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.4-0",NA,NA,NA,NA
"Pomic","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.0.4",NA,NA,NA,NA
"pracma","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","2.3.8",NA,NA,NA,NA
"praise","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.0.0",NA,NA,NA,NA
"PresenceAbsence","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1.10",NA,NA,NA,NA
"prettymapr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","0.2.2",NA,NA,NA,NA
"prettyunits","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.1.1",NA,NA,NA,NA
"prioritizr","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","7.1.1",NA,NA,NA,NA
"pROC","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","1.18.0",NA,NA,NA,NA
"processx","D:/GitHub/LandscapesInMotion/packages/x86_64-w64-mingw32/4.0","3.5.2",NA,NA,NA,NA
